id	identifier	symbol	other_identifiers	description	synonyms
1043	MESH:D015173	Supratentorial Neoplasms	DO:DOID:1659	Primary and metastatic (secondary) tumors of the brain located above the tentorium cerebelli, a fold of dura mater separating the CEREBELLUM and BRAIN STEM from the cerebral hemispheres and DIENCEPHALON (i.e., THALAMUS and HYPOTHALAMUS and related structures). In adults, primary neoplasms tend to arise in the supratentorial compartment, whereas in children they occur more frequently in the infratentorial space. Clinical manifestations vary with the location of the lesion, but SEIZURES; APHASIA; HEMIANOPSIA; hemiparesis; and sensory deficits are relatively common features. Metastatic supratentorial neoplasms are frequently multiple at the time of presentation.	|Supratentorial-Carcinoma, Malignant|Supratentorial Neoplasms, Benign|Malignant-Supratentorial-Carcinomas|Neoplasms, Supratentorial|Benign Supratentorial Tumor|Supratentorial Cancers, Primary|Supratentorial-Neoplasm|Supratentorial Neoplasms|Primary-Supratentorial-Cancers|Benign-Supratentorial-Carcinomas|Benign-Supratentorial-Tumor|Tumours, Malignant Supratentorial|Carcinoma, Malignant-Supratentorial|Supratentorial-Neoplasms, Benign|Neoplasms, Benign Supratentorial|Supratentorial Tumours|Malignant-Supratentorial-Tumours|Supratentorial-Tumors, Primary|Neoplasms, Malignant Supratentorial|Supratentorial-Cancers, Benign|Cancer, Benign-Supratentorial|Cancers, Benign Supratentorial|Supratentorial Tumours, Primary|Malignant Supratentorial Tumour|Supratentorial Carcinomas, Primary|Supratentorial-Cancer, Primary|Carcinoma, Benign-Supratentorial|Neoplasm, Benign-Supratentorial|Malignant-Supratentorial-Tumour|Supratentorial Tumors|Primary-Supratentorial-Neoplasm|Malignant-Supratentorial-Tumors|Supratentorial Tumour, Primary|Tumour, Malignant Supratentorial|Tumours, Primary Supratentorial|Carcinomas, Benign Supratentorial|Benign Supratentorial Tumors|Supratentorial-Neoplasm, Benign|Malignant Supratentorial Tumours|Benign-Supratentorial-Tumours|Cancer, Primary Supratentorial|Tumors, Benign Supratentorial|Supratentorial-Carcinomas|Supratentorial-Cancer, Malignant|Cancers, Supratentorial|Tumor, Benign Supratentorial|Primary Supratentorial Neoplasm|Supratentorial Cancers, Benign|Benign-Supratentorial-Neoplasms|Primary-Supratentorial-Carcinomas|Supratentorial Neoplasm, Benign|Tumor, Benign-Supratentorial|Benign Supratentorial Tumour|Supratentorial-Neoplasms, Malignant|Carcinoma, Primary Supratentorial|Supratentorial Tumor|Tumor, Malignant Supratentorial|Tumour, Primary Supratentorial|Supratentorial Carcinoma|Supratentorial-Tumor, Primary|Supratentorial-Cancer|Primary Supratentorial Tumor|Supratentorial-Tumour, Malignant|Cancer, Supratentorial|Malignant-Supratentorial-Carcinoma|Primary-Supratentorial-Neoplasms|Supratentorial-Tumor, Malignant|Neoplasms, Primary Supratentorial|Malignant-Supratentorial-Cancers|Supratentorial Tumors, Benign|Tumors, Primary Supratentorial|Supratentorial Tumor, Primary|Neoplasm, Malignant-Supratentorial|Tumour, Primary-Supratentorial|Tumour, Benign Supratentorial|Primary-Supratentorial-Tumours|Cancer, Primary-Supratentorial|Benign-Supratentorial-Cancer|Supratentorial-Tumour, Benign|Carcinomas, Malignant-Supratentorial|Supratentorial-Tumours|Carcinoma, Primary-Supratentorial|Tumors, Malignant-Supratentorial|Tumours, Benign Supratentorial|Malignant-Supratentorial-Neoplasm|Supratentorial-Tumors, Benign|Carcinoma, Malignant Supratentorial|Supratentorial Cancer|Supratentorial-Carcinomas, Primary|Supratentorial Tumors, Malignant|Supratentorial-Cancers, Primary|Supratentorial-Tumor, Benign|Neoplasm, Benign Supratentorial|Primary Supratentorial Tumours|Cancer, Benign Supratentorial|Supratentorial-Tumors, Malignant|Carcinomas, Primary Supratentorial|Cancers, Primary Supratentorial|Supratentorial Carcinoma, Malignant|Benign Supratentorial Cancer|Primary Supratentorial Cancers|Tumours, Supratentorial|Supratentorial-Tumors|Neoplasm, Malignant Supratentorial|Tumors, Malignant Supratentorial|Supratentorial Carcinomas|Supratentorial Tumours, Malignant|Supratentorial Carcinoma, Primary|Benign Supratentorial Neoplasm|Neoplasm, Primary Supratentorial|Supratentorial Tumours, Benign|Supratentorial-Neoplasms|Tumour, Malignant-Supratentorial|Tumours, Malignant-Supratentorial|Primary-Supratentorial-Carcinoma|Primary-Supratentorial-Tumor|Supratentorial-Tumours, Primary|Benign Supratentorial Cancers|Neoplasms, Primary-Supratentorial|Benign Supratentorial Carcinomas|Supratentorial Cancer, Primary|Supratentorial Carcinomas, Malignant|Malignant Supratentorial Neoplasm|Primary Supratentorial Carcinomas|Carcinoma, Benign Supratentorial|Malignant Supratentorial Neoplasms|Malignant-Supratentorial-Tumor|Supratentorial-Tumour|Supratentorial Tumor, Benign|Supratentorial-Cancers|Tumor, Primary-Supratentorial|Cancers, Malignant-Supratentorial|Benign Supratentorial Tumours|Supratentorial Cancers, Malignant|Supratentorial Cancers|Neoplasm, Primary-Supratentorial|Supratentorial Neoplasm|Malignant Supratentorial Cancers|Supratentorial Tumor, Malignant|Tumors, Supratentorial|Primary-Supratentorial-Tumors|Supratentorial Carcinoma, Benign|Carcinomas, Primary-Supratentorial|Malignant Supratentorial Tumor|Supratentorial Cancer, Malignant|Benign-Supratentorial-Neoplasm|Tumor, Supratentorial|Neoplasms, Benign-Supratentorial|Supratentorial-Cancer, Benign|Cancer, Malignant Supratentorial|Malignant Supratentorial Carcinomas|Supratentorial Tumour|Primary-Supratentorial-Tumour|Benign-Supratentorial-Tumors|Primary Supratentorial Tumour|Malignant Supratentorial Tumors|Tumours, Primary-Supratentorial|Supratentorial-Carcinoma|Cancers, Benign-Supratentorial|Supratentorial-Carcinomas, Benign|Supratentorial-Tumours, Benign|Malignant Supratentorial Cancer|Supratentorial Neoplasm, Primary|Carcinomas, Supratentorial|Supratentorial Carcinomas, Benign|Tumour, Supratentorial|Tumour, Benign-Supratentorial|Tumor, Malignant-Supratentorial|Neoplasm, Supratentorial|Tumor, Primary Supratentorial|Supratentorial-Tumor|Benign-Supratentorial-Carcinoma|Cancers, Malignant Supratentorial|Malignant-Supratentorial-Cancer|Supratentorial Neoplasms, Malignant|Primary Supratentorial Neoplasms|Supratentorial Cancer, Benign|Tumors, Primary-Supratentorial|Supratentorial-Cancers, Malignant|Supratentorial-Neoplasm, Malignant|Primary Supratentorial Cancer|Supratentorial Tumour, Benign|Supratentorial-Neoplasm, Primary|Primary Supratentorial Carcinoma|Malignant-Supratentorial-Neoplasms|Supratentorial Tumour, Malignant|Tumours, Benign-Supratentorial|Primary-Supratentorial-Cancer|Supratentorial Neoplasm, Malignant|Supratentorial Neoplasms, Primary|Supratentorial-Tumour, Primary|Supratentorial-Carcinoma, Benign|Carcinomas, Malignant Supratentorial|Supratentorial-Carcinomas, Malignant|Benign-Supratentorial-Cancers|Carcinoma, Supratentorial|Carcinomas, Benign-Supratentorial|Primary Supratentorial Tumors|Benign Supratentorial Neoplasms|Supratentorial-Tumours, Malignant|Supratentorial Tumors, Primary|Malignant Supratentorial Carcinoma|Benign Supratentorial Carcinoma|Supratentorial-Carcinoma, Primary|Cancers, Primary-Supratentorial|Tumors, Benign-Supratentorial|Benign-Supratentorial-Tumour|Cancer, Malignant-Supratentorial|Neoplasms, Malignant-Supratentorial|Supratentorial-Neoplasms, Primary|
1044	MESH:C538144	Supraumbilical midabdominal raphe and facial cavernous hemangiomas			|Raphe, supraumbilical midline, with cavernous facial hemangiomas|Raphe, supraumbilical-midline, with-cavernous-facial-hemangiomas|Hemangiomas cavernous of face supraumbilical midline raphe|of Face and Supraumbilical Midline Raphe Cavernous Hemangiomas|Sternal nonunion with supraumbilical raphe|Hemangiomas, Cavernous, of Face and Supraumbilical Midline Raphe|Hemangiomas-cavernous-of-face-supraumbilical-midline-raphe|Sternal-nonunion-with-supraumbilical-raphe|with cavernous facial hemangiomas supraumbilical midline Raphe|Hemangiomas, Cavernous, of-Face-and-Supraumbilical-Midline-Raphe|
1045	MESH:D013544	Sweat Gland Neoplasms	DO:DOID:2664	New abnormal growth of tissue in the SWEAT GLANDS.	|Sweat-Gland-Tumours|Cancers, Sweat-Gland|Sweat-Gland-Tumor|Neoplasms, Sweat-Gland|Sweat Gland Neoplasm|Sweat-Gland-Tumour|Neoplasm, Sweat Gland|Sweat Gland Tumour|Cancer, Sweat Gland|Tumours, Sweat-Gland|Sweat-Gland-Tumors|Tumor, Sweat-Gland|Tumour, Sweat-Gland|Sweat Gland Tumor|Tumors, Sweat-Gland|Sweat-Gland-Carcinomas|Tumour, Sweat Gland|Tumors, Sweat Gland|Sweat-Gland-Cancers|Tumor, Sweat Gland|Sweat Gland Neoplasms|Carcinomas, Sweat-Gland|Sweat Gland Tumors|Carcinoma, Sweat-Gland|Sweat-Gland-Cancer|Sweat-Gland-Neoplasm|Sweat Gland Carcinomas|Tumours, Sweat Gland|Carcinoma, Sweat Gland|Neoplasm, Sweat-Gland|Sweat Gland Carcinoma|Sweat Gland Cancer|Sweat-Gland-Carcinoma|Sweat Gland Cancers|Carcinomas, Sweat Gland|Sweat Gland Tumours|Cancers, Sweat Gland|Neoplasms, Sweat Gland|Cancer, Sweat-Gland|
1046	MESH:D013581	Synovial Cyst		Non-neoplastic tumor-like lesions at joints, developed from the SYNOVIAL MEMBRANE of a joint through the JOINT CAPSULE into the periarticular tissues. They are filled with SYNOVIAL FLUID with a smooth and translucent appearance. A synovial cyst can develop from any joint, but most commonly at the back of the knee, where it is known as POPLITEAL CYST.	|Cyst, Synovial|Cysts, Synovial|Synovial-Cysts|Synovial Cyst|Synovial Cysts|
1047	MESH:D013586	Synovitis, Pigmented Villonodular	DO:DOID:2702	Diffuse outgrowth arising from the SYNOVIAL MEMBRANE; SYNOVIAL BURSA; or TENDON sheath around the joint cavity, with extension to surrounding soft tissue. It is characterized by pigmented HEMOSIDERIN-containing MACROPHAGES; FOAM CELLS; and multinucleated GIANT CELLS. It usually occurs in the hands and feet, and around large joints, such as in the ankle and knee joints.	|Diffuse-Tenosynovial-Giant-Cell-Carcinoma|Synovitides, Pigmented-Villonodular|Diffuse-Tenosynovial-Giant-Cell-Tumor|Villonodular Synovitis, Pigmented|Diffuse Tenosynovial Giant Cell Cancers|Pigmented Villonodular Synovitis|Villonodular Synovitides, Pigmented|Diffuse-Tenosynovial-Giant-Cell-Neoplasm|Diffuse Tenosynovial Giant Cell Carcinomas|Villonodular-Synovitis, Pigmented|Diffuse Tenosynovial Giant Cell Cancer|Diffuse Tenosynovial Giant Cell Neoplasms|Diffuse-Tenosynovial-Giant-Cell-Cancers|Diffuse-Tenosynovial-Giant-Cell-Tumours|Diffuse Tenosynovial Giant Cell Tumor|Diffuse Tenosynovial Giant Cell Tumours|Pigmented Villonodular Synovitides|Diffuse Tenosynovial Giant Cell Tumour|Pigmented-Villonodular-Synovitides|Diffuse Tenosynovial Giant Cell Neoplasm|Diffuse-Tenosynovial-Giant-Cell-Tumour|Diffuse Tenosynovial Giant Cell Carcinoma|Pigmented-Villonodular-Synovitis|Villonodular-Synovitides, Pigmented|Diffuse-Tenosynovial-Giant-Cell-Carcinomas|Synovitides, Pigmented Villonodular|Diffuse-Tenosynovial-Giant-Cell-Neoplasms|Diffuse-Tenosynovial-Giant-Cell-Cancer|
1048	MESH:D018252	Syringoma	DO:DOID:2065	A benign tumor of the sweat glands which is usually multiple and results from malformation of sweat ducts. It is uncommon and more common in females than in males. It is most likely to appear at adolescence, and further lesions may develop during adult life. It does not appear to be hereditary. (Rook et al., Textbook of Dermatology, 4th ed, pp2407-8)	|Syringomas|
1049	MESH:C566085	Syringomas, Multiple			
1050	MESH:D052958	Tarlov Cysts		Perineurial cysts commonly found in the SACRAL REGION. They arise from the PERINEURIUM membrane within the SPINAL NERVE ROOTS. The distinctive feature of the cysts is the presence of spinal nerve root fibers within the cyst wall, or the cyst cavity itself.	|Cysts, Sacral-Perineural|Cyst, Sacral Perineural|Sacral-Perineural-Cysts|Cysts, Perineural|Tarlov Cyst|Sacral-Perineural-Cyst|Perineural Cysts|Sacral-Tarlov-Cysts|Perineural-Cysts|Cyst, Tarlov|Perineural Cyst|Cysts, Sacral Perineural|Sacral Perineural Cysts|Perineurial Cyst|Tarlov Cysts|Sacral Tarlov Cysts|Cyst, Sacral-Perineural|Perineurial Cysts|Cysts, Tarlov|Cysts, Perineurial|Perineural-Cyst|Perineurial-Cyst|Tarlov-Cyst|Cysts, Sacral Tarlov|Cyst, Perineurial|Cysts, Sacral-Tarlov|Cyst, Perineural|Sacral Perineural Cyst|Perineurial-Cysts|
1051	MESH:C536782	T-cell lymphoma 1A			
1052	MESH:D018243	Teratocarcinoma	DO:DOID:3305	A malignant neoplasm consisting of elements of teratoma with those of embryonal carcinoma or choriocarcinoma, or both. It occurs most often in the testis. (Dorland, 27th ed)	|Teratocarcinomas|TeratoTumours|TeratoCancers|TeratoNeoplasms|TeratoCarcinoma|TeratoCancer|TeratoTumors|TeratoTumour|TeratoNeoplasm|TeratoTumor|
1053	MESH:C563737	Teratoid Tumor, Atypical			
1054	MESH:D013724	Teratoma	DO:DOID:3307|DO:DOID:5563	A true neoplasm composed of a number of different types of tissue, none of which is native to the area in which it occurs. It is composed of tissues that are derived from three germinal layers, the endoderm, mesoderm, and ectoderm. They are classified histologically as mature (benign) or immature (malignant). (From DeVita Jr et al., Cancer: Principles & Practice of Oncology, 3d ed, p1642)	|Teratoid-Tumors|Teratoid Tumors|Neoplasm, Teratoid|Tumors, Teratoid|Teratomas, Immature|Teratoid Tumours|Teratoid-Tumour|Teratoid-Neoplasm|Teratoma, Benign|Teratoid-Cancers|Teratoid-Tumours|Teratoid Cancer|Malignant-Teratoma|Teratoid Carcinomas|Teratomas|Mature Teratoma|Teratoid-Cancer|Teratoid-Carcinomas|Teratoid Cancers|Teratoid Tumour|Teratomas, Benign|Teratoid-Carcinoma|Teratoma, Mature|Dysembryomas|Carcinomas, Teratoid|Dysembryoma|Teratoid Neoplasms|Teratoid Carcinoma|Tumour, Teratoid|Immature Teratoma|Cancers, Teratoid|Teratoid Tumor|Cancer, Teratoid|Malignant Teratoma|Benign-Teratomas|Immature-Teratomas|Tumours, Teratoid|Teratoid-Tumor|Malignant-Teratomas|Cystic Teratoma|Carcinoma, Teratoid|Benign Teratoma|Benign-Teratoma|Benign Teratomas|Tumor, Teratoid|Malignant Teratomas|Teratoid-Neoplasms|Teratoid Neoplasm|Neoplasms, Teratoid|Teratomas, Malignant|Teratoma, Cystic|Teratoma, Immature|Teratoma, Malignant|Immature Teratomas|Immature-Teratoma|
1055	MESH:C562731	Teratoma, Ovarian	DO:DOID:5117		|Ovarian Dermoid Cyst|Dermoid-Cyst, Ovarian|Dermoid Cyst, Ovarian|
1056	MESH:C562472	Teratoma, Testicular			
1057	MESH:C563236	Testicular Germ Cell Tumor	DO:DOID:5557|OMIM:273300		|ENDODERMAL-SINUS-Tumours, INCLUDED|INCLUDED ENDODERMAL SINUS Carcinomas|EMBRYONAL-CELL-Tumor, INCLUDED|INCLUDED TESTICULAR TERATOMA|NONSEMINOMATOUS-GERM-CELL-Neoplasm, INCLUDED|ENDODERMAL SINUS Cancers, INCLUDED|INCLUDED NONSEMINOMATOUS GERM CELL TUMORS|INCLUDED NONSEMINOMATOUS GERM CELL Cancer|ENDODERMAL SINUS TUMOR, INCLUDED|EMBRYONAL-CELL-Tumours, INCLUDED|INCLUDED MALE GERM CELL Cancers;MGCT SEMINOMA|ENDODERMAL-SINUS-Carcinomas, INCLUDED|NONSEMINOMATOUS GERM CELL Carcinoma, INCLUDED|EMBRYONAL CELL Tumor, INCLUDED|NONSEMINOMATOUS GERM CELL Neoplasms, INCLUDED|MALE GERM CELL Neoplasm;MGCT SEMINOMA, INCLUDED|INCLUDED ENDODERMAL SINUS Tumours|INCLUDED MALE GERM CELL Tumour;MGCT SEMINOMA|INCLUDED EMBRYONAL CELL Neoplasms|MALE GERM CELL Tumours;MGCT SEMINOMA, INCLUDED|INCLUDED EMBRYONAL CELL Cancer|INCLUDED EMBRYONAL CELL Cancers|NONSEMINOMATOUS-GERM-CELL-Cancers, INCLUDED|INCLUDED MALE GERM CELL Carcinomas;MGCT SEMINOMA|INCLUDED EMBRYONAL CELL Tumour|NONSEMINOMATOUS GERM CELL Cancers, INCLUDED|INCLUDED MALE GERM CELL Neoplasms;MGCT SEMINOMA|MALE-GERM-CELL-Neoplasms;MGCT-SEMINOMA, INCLUDED|INCLUDED ENDODERMAL SINUS Neoplasm|INCLUDED NONSEMINOMATOUS GERM CELL Neoplasms|INCLUDED SPERMATOCYTIC SEMINOMA|EMBRYONAL CELL Cancers, INCLUDED|INCLUDED ENDODERMAL SINUS Neoplasms|NONSEMINOMATOUS-GERM-CELL-Neoplasms, INCLUDED|MALE GERM CELL TUMOR;MGCT SEMINOMA, INCLUDED|INCLUDED NONSEMINOMATOUS GERM CELL Tumours|MALE GERM CELL Tumour;MGCT SEMINOMA, INCLUDED|INCLUDED EMBRYONAL CELL Tumor|EMBRYONAL CELL Tumors, INCLUDED|INCLUDED NONSEMINOMATOUS GERM CELL Carcinomas|EMBRYONAL-CELL-Cancer, INCLUDED|MALE GERM CELL Cancers;MGCT SEMINOMA, INCLUDED|MALE-GERM-CELL-Carcinoma;MGCT-SEMINOMA, INCLUDED|NONSEMINOMATOUS-GERM-CELL-Cancer, INCLUDED|ENDODERMAL SINUS Carcinoma, INCLUDED|MALE-GERM-CELL-Tumours;MGCT-SEMINOMA, INCLUDED|ENDODERMAL SINUS Tumours, INCLUDED|INCLUDED MALE GERM CELL TUMOR;MGCT SEMINOMA|INCLUDED NONSEMINOMATOUS GERM CELL Carcinoma|MALE-GERM-CELL-Neoplasm;MGCT-SEMINOMA, INCLUDED|EMBRYONAL CELL Cancer, INCLUDED|ENDODERMAL SINUS Cancer, INCLUDED|ENDODERMAL-SINUS-Tumour, INCLUDED|EMBRYONAL-CELL-Cancers, INCLUDED|EMBRYONAL-CELL-CARCINOMA, INCLUDED|NONSEMINOMATOUS-GERM-CELL-Carcinoma, INCLUDED|INCLUDED EMBRYONAL CELL Tumours|INCLUDED EMBRYONAL CELL Tumors|NONSEMINOMATOUS GERM CELL Tumour, INCLUDED|INCLUDED MALE GERM CELL Carcinoma;MGCT SEMINOMA|INCLUDED NONSEMINOMATOUS GERM CELL Tumour|MALE-GERM-CELL-TUMOR;MGCT-SEMINOMA, INCLUDED|ENDODERMAL-SINUS-Neoplasm, INCLUDED|INCLUDED EMBRYONAL CELL Neoplasm|NONSEMINOMATOUS GERM CELL Neoplasm, INCLUDED|EMBRYONAL CELL Neoplasms, INCLUDED|INCLUDED NONSEMINOMATOUS GERM CELL Cancers|MALE GERM CELL Carcinomas;MGCT SEMINOMA, INCLUDED|INCLUDED NONSEMINOMATOUS GERM CELL Neoplasm|TGCT|MALE-GERM-CELL-Cancers;MGCT-SEMINOMA, INCLUDED|INCLUDED EMBRYONAL CELL CARCINOMA|ENDODERMAL-SINUS-Cancer, INCLUDED|INCLUDED ENDODERMAL SINUS Cancer|ENDODERMAL-SINUS-TUMOR, INCLUDED|NONSEMINOMATOUS GERM CELL Tumours, INCLUDED|EMBRYONAL CELL Neoplasm, INCLUDED|ENDODERMAL SINUS Tumour, INCLUDED|SPERMATOCYTIC-SEMINOMA, INCLUDED|NONSEMINOMATOUS-GERM-CELL-Tumours, INCLUDED|EMBRYONAL CELL CARCINOMA, INCLUDED|INCLUDED NONSEMINOMATOUS GERM CELL Tumor|NONSEMINOMATOUS-GERM-CELL-TUMORS, INCLUDED|INCLUDED MALE GERM CELL Neoplasm;MGCT SEMINOMA|NONSEMINOMATOUS GERM CELL Tumor, INCLUDED|INCLUDED ENDODERMAL SINUS Cancers|EMBRYONAL-CELL-Neoplasm, INCLUDED|NONSEMINOMATOUS GERM CELL TUMORS, INCLUDED|SPERMATOCYTIC SEMINOMA, INCLUDED|NONSEMINOMATOUS GERM CELL Carcinomas, INCLUDED|MALE GERM CELL Carcinoma;MGCT SEMINOMA, INCLUDED|INCLUDED ENDODERMAL SINUS Carcinoma|EMBRYONAL-CELL-Tumors, INCLUDED|ENDODERMAL SINUS Neoplasms, INCLUDED|MALE-GERM-CELL-Cancer;MGCT-SEMINOMA, INCLUDED|INCLUDED ENDODERMAL SINUS TUMOR|NONSEMINOMATOUS-GERM-CELL-Tumor, INCLUDED|EMBRYONAL-CELL-Tumour, INCLUDED|INCLUDED ENDODERMAL SINUS Tumour|EMBRYONAL-CELL-Neoplasms, INCLUDED|ENDODERMAL SINUS Neoplasm, INCLUDED|ENDODERMAL-SINUS-Cancers, INCLUDED|INCLUDED MALE GERM CELL Cancer;MGCT SEMINOMA|NONSEMINOMATOUS-GERM-CELL-Carcinomas, INCLUDED|NONSEMINOMATOUS-GERM-CELL-Tumour, INCLUDED|MALE-GERM-CELL-Carcinomas;MGCT-SEMINOMA, INCLUDED|NONSEMINOMATOUS GERM CELL Cancer, INCLUDED|INCLUDED MALE GERM CELL Tumours;MGCT SEMINOMA|MALE GERM CELL Neoplasms;MGCT SEMINOMA, INCLUDED|MALE GERM CELL Cancer;MGCT SEMINOMA, INCLUDED|TERATOMA, TESTICULAR, INCLUDED|ENDODERMAL-SINUS-Carcinoma, INCLUDED|EMBRYONAL CELL Tumour, INCLUDED|ENDODERMAL-SINUS-Neoplasms, INCLUDED|ENDODERMAL SINUS Carcinomas, INCLUDED|EMBRYONAL CELL Tumours, INCLUDED|MALE-GERM-CELL-Tumour;MGCT-SEMINOMA, INCLUDED|
1058	MESH:C564559	Testicular Germ Cell Tumor 1	OMIM:300228		|TGCT1|
1059	MESH:D013736	Testicular Neoplasms	DO:DOID:2998	Tumors or cancer of the TESTIS. Germ cell tumors (GERMINOMA) of the testis constitute 95% of all testicular neoplasms.	|Testis Cancer, Rete|Carcinoma-of-the-Testes|Neoplasms, Testicular|Testis Tumors, Rete|Testis Neoplasm, Rete|Neoplasm, Testicular|Carcinoma of the Testes|Cancer-of-Rete-Testis|Carcinoma of Rete Testis|Testicular Neoplasm|Testis-Tumors|Testicular-Tumors|Cancer of Testis|Tumours of Testis|Rete-Testis-Carcinoma|Tumor-of-Rete-Testis|Testis Tumor|Rete-Testis-Cancers|Rete Testis Neoplasm|Rete Testis Neoplasms|Testicular Tumour|Neoplasms of the Testes|Tumor of the Testis|Tumour-of-Testis|Testis-Cancer, Rete|Tumors-of-Testis|Testis-Carcinomas|Carcinomas-of-Testis|Carcinomas of Testis|Tumour-of-Rete-Testis|Neoplasms-of-Testis|Testicular Tumors|Neoplasm-of-the-Testes|Rete Testis Cancers|Testicular Carcinomas|Rete Testis Tumours|Cancer, Testicular|Carcinomas, Testicular|Tumours of the Testes|Tumor-of-the-Testis|Cancers of Rete Testis|Neoplasm of Rete Testis|Tumors of the Testes|Testis-Tumor, Rete|Testis-Neoplasms|Testis-Cancers|Testis Cancers|Testis-Carcinoma, Rete|Testis Tumor, Rete|Neoplasms of Testis|Tumour of the Testes|Cancer of Rete Testis|Rete Testis Tumor|Tumour, Testis|Tumour of Testis|Tumors of the Testis|Carcinoma, Testis|Testis-Neoplasms, Rete|Testis Neoplasms, Rete|Neoplasm of the Testis|Testis Cancers, Rete|Tumour-of-the-Testes|Cancer-of-Testis|Cancer-of-the-Testes|Testicular Tumours|Tumor-of-the-Testes|Testis-Tumour, Rete|Tumor of Rete Testis|Rete-Testis-Tumors|Tumors-of-the-Testes|Cancer of the Testis|Cancers, Testicular|Carcinomas of the Testis|Testicular-Cancers|Rete-Testis-Carcinomas|Tumours-of-the-Testes|Neoplasm-of-Rete-Testis|Testis Tumour, Rete|Testicular Cancers|Tumour of the Testis|Tumour-of-the-Testis|Cancer of the Testes|Neoplasm-of-Testis|Neoplasm-of-the-Testis|Testis-Tumour|Testicular Cancer|Testicular-Cancer|Testicular-Tumour|Testis-Tumor|Tumor, Testis|Testis-Neoplasm|Carcinomas, Testis|Cancers-of-Rete-Testis|Tumors-of-the-Testis|Tumours, Testis|Testis Tumour|Neoplasm of the Testes|Carcinoma of Testis|Testis Neoplasms|Neoplasms of Rete Testis|Testicular-Neoplasms|Testis Cancer|Testis-Cancer|Carcinoma-of-the-Testis|Tumor, Testicular|Testis-Tumours|Testis Tumours, Rete|Tumors, Testicular|Rete-Testis-Cancer|Neoplasms, Testis|Tumours, Testicular|Testicular Tumor|Rete Testis Carcinomas|Tumor of the Testes|Rete Testis Cancer|Rete-Testis-Neoplasms|Cancers, Testis|Tumours of Rete Testis|Neoplasms-of-the-Testis|Testicular-Tumor|Carcinoma, Testicular|Rete-Testis-Tumor|Rete Testis Tumors|Testicular-Carcinomas|Testis Carcinoma, Rete|Testis Neoplasm|Neoplasms-of-the-Testes|Carcinomas of Rete Testis|Testis Carcinomas|Neoplasm, Testis|Rete-Testis-Tumours|Tumor-of-Testis|Testis-Carcinomas, Rete|Testis-Tumors, Rete|Tumours-of-Testis|Rete Testis Tumour|Testicular-Neoplasm|Testis Carcinomas, Rete|Carcinomas-of-the-Testes|Tumours of the Testis|Testis-Carcinoma|Carcinomas of the Testes|Carcinoma of the Testis|Testicular-Tumours|Rete-Testis-Tumour|Tumour of Rete Testis|Tumors of Testis|Tumours-of-Rete-Testis|Neoplasms of the Testis|Carcinomas-of-the-Testis|Carcinomas-of-Rete-Testis|Testis Carcinoma|Tumour, Testicular|Neoplasm of Testis|Rete-Testis-Neoplasm|Tumor of Testis|Carcinoma-of-Testis|Tumors, Testis|Testis-Tumours, Rete|Carcinoma-of-Rete-Testis|Testis Tumors|Testis Tumours|Cancer-of-the-Testis|Testicular-Carcinoma|Tumours-of-the-Testis|Rete Testis Carcinoma|Testis-Cancers, Rete|Testis-Neoplasm, Rete|Cancer, Testis|Testicular Neoplasms|Neoplasms-of-Rete-Testis|Testicular Carcinoma|
1060	MESH:D013798	Thecoma		A gonadal stromal neoplasm composed only of THECA CELLS, occurring mostly in the postmenopausal OVARY. It is filled with lipid-containing spindle cells and produces ESTROGENS that can lead to ENDOMETRIAL HYPERPLASIA; UTERINE HEMORRHAGE; or other malignancies in postmenopausal women and sexual precocity in girls. When tumors containing theca cells also contain FIBROBLASTS, they are identified as thecoma-fibroma tumors with less active hormone production.	|Theca Cell Cancers|Tumors, Theca Cell|Theca Cell Carcinomas|Carcinoma, Theca-Cell|Cancers, Theca-Cell|Theca Cell Cancer|Theca Cell Carcinoma|Tumours, Theca Cell|Thecomas|Theca Cell Tumor|Theca-Cell-Carcinomas|Theca-Cell-Neoplasms|Cancer, Theca-Cell|Cancers, Theca Cell|Theca-Cell-Carcinoma|Neoplasm, Theca-Cell|Theca-Cell-Tumour|Theca-Cell-Neoplasm|Theca-Cell-Tumours|Theca-Cell-Tumor|Theca-Cell-Cancer|Theca Cell Neoplasm|Theca Cell Neoplasms|Neoplasm, Theca Cell|Tumours, Theca-Cell|Tumors, Theca-Cell|Theca-Cell-Tumors|Theca Cell Tumors|Neoplasms, Theca Cell|Carcinomas, Theca-Cell|Carcinoma, Theca Cell|Tumour, Theca Cell|Neoplasms, Theca-Cell|Cancer, Theca Cell|Carcinomas, Theca Cell|Tumour, Theca-Cell|Tumor, Theca Cell|Tumor, Theca-Cell|Theca Cell Tumour|Theca-Cell-Cancers|Theca Cell Tumours|
